OG	BFHOLO	BFnonHOLO	nonBFHOLO	nonBFnonHOLO	coreBFHOLO	coreBFnonHOLO	corenonBFHOLO	corenonBFnonHOLO	numOfOrths	orthsPerTaxon	uniqueTaxa
ORTHOMCL22411	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22412	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22413	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22414	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22415	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22416	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22417	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22418	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22419	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22420	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22421	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22422	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22423	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22424	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22425	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22426	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22427	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22428	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22429	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22430	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22431	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22432	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22433	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22434	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22435	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22436	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22437	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22438	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22439	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22440	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22441	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22442	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22443	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22444	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22445	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22446	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22447	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22448	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22449	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22450	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22451	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22452	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22453	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22454	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22455	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22456	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22457	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22458	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22459	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22460	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22461	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22462	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22463	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22464	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22465	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22466	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22467	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22468	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22469	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22470	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22471	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22472	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22473	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22474	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22475	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22476	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22477	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22478	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22479	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22480	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22481	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22482	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22483	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22484	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22485	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22486	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22487	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22488	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22489	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22490	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22491	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22492	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22493	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22494	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22495	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22496	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22497	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22498	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22499	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22500	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22501	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22502	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22503	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22504	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22505	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22506	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22507	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22508	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22509	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22510	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22511	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22512	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22513	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22514	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22515	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22516	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22517	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22518	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22519	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22520	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22521	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22522	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22523	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22524	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22525	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22526	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22527	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22528	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22529	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22530	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22531	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22532	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22533	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22534	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22535	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22536	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22537	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22538	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22539	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22540	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22541	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22542	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22543	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22544	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22545	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22546	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22547	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22548	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22549	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22550	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22551	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22552	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22553	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22554	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22555	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22556	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22557	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22558	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22559	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22560	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22561	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22562	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22563	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22564	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22565	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22566	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22567	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22568	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22569	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22570	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22571	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22572	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22573	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22574	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22575	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22576	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22577	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22578	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22579	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22580	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22581	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22582	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22583	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22584	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22585	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22586	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22587	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22588	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22589	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22590	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22591	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22592	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22593	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22594	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22595	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22596	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22597	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22598	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22599	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22600	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22601	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22602	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22603	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22604	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22605	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22606	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22607	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22608	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22609	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22610	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22611	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22612	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22613	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22614	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22615	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22616	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22617	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22618	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22619	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22620	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22621	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22622	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22623	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22624	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22625	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22626	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22627	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22628	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22629	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22630	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22631	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22632	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22633	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22634	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22635	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22636	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22637	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22638	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22639	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22640	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22641	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22642	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22643	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22644	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22645	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22646	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22647	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22648	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22649	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22650	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22651	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22652	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22653	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22654	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22655	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22656	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22657	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22658	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22659	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22660	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22661	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22662	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22663	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22664	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22665	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22666	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22667	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22668	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22669	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22670	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22671	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22672	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22673	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22674	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22675	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22676	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22677	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22678	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22679	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22680	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22681	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22682	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22683	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22684	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22685	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22686	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22687	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22688	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22689	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22690	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22691	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22692	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22693	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22694	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22695	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22696	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22697	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22698	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22699	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22700	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22701	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22702	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22703	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22704	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22705	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22706	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22707	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22708	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22709	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22710	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22711	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22712	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22713	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22714	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22715	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22716	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22717	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22718	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22719	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22720	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22721	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22722	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22723	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22724	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22725	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22726	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22727	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22728	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22729	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22730	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22731	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22732	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22733	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22734	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22735	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22736	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22737	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22738	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22739	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22740	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22741	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22742	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22743	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22744	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22745	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22746	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22747	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22748	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22749	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22750	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22751	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22752	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22753	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22754	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22755	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22756	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22757	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22758	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22759	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22760	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22761	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22762	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22763	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22764	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22765	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22766	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22767	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22768	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22769	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22770	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22771	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22772	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22773	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22774	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22775	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22776	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22777	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22778	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22779	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22780	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22781	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22782	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22783	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22784	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22785	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22786	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22787	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22788	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22789	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22790	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22791	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22792	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22793	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22794	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22795	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22796	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22797	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22798	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22799	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22800	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22801	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22802	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22803	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22804	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22805	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22806	0	0	0	0	no	no	no	no	3	3.00	1
