OG	BFHOLO	BFnonHOLO	nonBFHOLO	nonBFnonHOLO	coreBFHOLO	coreBFnonHOLO	corenonBFHOLO	corenonBFnonHOLO	numOfOrths	orthsPerTaxon	uniqueTaxa
ORTHOMCL26365	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26366	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26367	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26368	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26369	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26370	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26371	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26372	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26373	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26374	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26375	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26376	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26377	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26378	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26379	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26380	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26381	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26382	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26383	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26384	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26385	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26386	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26387	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26388	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26389	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26390	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26391	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26392	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26393	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26394	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26395	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26396	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26397	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26398	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26399	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26400	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26401	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26402	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26403	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26404	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26405	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26406	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26407	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26408	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26409	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26410	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26411	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26412	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26413	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26414	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26415	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26416	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26417	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26418	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26419	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26420	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26421	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26422	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26423	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26424	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26425	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26426	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26427	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26428	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26429	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26430	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26431	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26432	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26433	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26434	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26435	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26436	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26437	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26438	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26439	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26440	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26441	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26442	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26443	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26444	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26445	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26446	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26447	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26448	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26449	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26450	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26451	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26452	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26453	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26454	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26455	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26456	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26457	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26458	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26459	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26460	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26461	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26462	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26463	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26464	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26465	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26466	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26467	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26468	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26469	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26470	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26471	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26472	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26473	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26474	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26475	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26476	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26477	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26478	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26479	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26480	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26481	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26482	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26483	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26484	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26485	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26486	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26487	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26488	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26489	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26490	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26491	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26492	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26493	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26494	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26495	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26496	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26497	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26498	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26499	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26500	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26501	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26502	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26503	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26504	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26505	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26506	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26507	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26508	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26509	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26510	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26511	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26512	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26513	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26514	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26515	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26516	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26517	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26518	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26519	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26520	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26521	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26522	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26523	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26524	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26525	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26526	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26527	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26528	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26529	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26530	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26531	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26532	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26533	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26534	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26535	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26536	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26537	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26538	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26539	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26540	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26541	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26542	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26543	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26544	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26545	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26546	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26547	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26548	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26549	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26550	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26551	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26552	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26553	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26554	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26555	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26556	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26557	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26558	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26559	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26560	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26561	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26562	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26563	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26564	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26565	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26566	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26567	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26568	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26569	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26570	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26571	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26572	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26573	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26574	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26575	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26576	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26577	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26578	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26579	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26580	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26581	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26582	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26583	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26584	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26585	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26586	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26587	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26588	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26589	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26590	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26591	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26592	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26593	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26594	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26595	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26596	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26597	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26598	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26599	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26600	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26601	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26602	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26603	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26604	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26605	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26606	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26607	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26608	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26609	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26610	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26611	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26612	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26613	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26614	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26615	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26616	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26617	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26618	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26619	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26620	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26621	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26622	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26623	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26624	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26625	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26626	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26627	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26628	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26629	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26630	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26631	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26632	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26633	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26634	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26635	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26636	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26637	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26638	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26639	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26640	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26641	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26642	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26643	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26644	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26645	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26646	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26647	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26648	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26649	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26650	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26651	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26652	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26653	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26654	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26655	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26656	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26657	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26658	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26659	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26660	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26661	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26662	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26663	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26664	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26665	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26666	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26667	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26668	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26669	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26670	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26671	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26672	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26673	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26674	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26675	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26676	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26677	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26678	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26679	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26680	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26681	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26682	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26683	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26684	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26685	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26686	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26687	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26688	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26689	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26690	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26691	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26692	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26693	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26694	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26695	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26696	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26697	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26698	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26699	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26700	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26701	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26702	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26703	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26704	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26705	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26706	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26707	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26708	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26709	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26710	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26711	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26712	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26713	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26714	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26715	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26716	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26717	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26718	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26719	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26720	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26721	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26722	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26723	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26724	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26725	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26726	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26727	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26728	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26729	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26730	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26731	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26732	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26733	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26734	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26735	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26736	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26737	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26738	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26739	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26740	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26741	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26742	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26743	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26744	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26745	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26746	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26747	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26748	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26749	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26750	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26751	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26752	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26753	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26754	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26755	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26756	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26757	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26758	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26759	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26760	0	0	0	0	no	no	no	no	3	3.00	1
